#{"t_start": 1696907060.4400942, "env_id": "ALE/Breakout-v5"}
r,l,t
2.0,24,12038.83266
1.0,17,12038.984734
2.0,24,12039.161982
2.0,30,12039.394315
1.0,12,12039.516382
2.0,23,12039.708453
1.0,17,12039.828629
4.0,42,12040.153207
1.0,12,12040.239279
4.0,45,12040.627692
0.0,5,12040.679692
1.0,12,12040.779692
2.0,30,12041.013719
4.0,43,12041.352747
1.0,12,12041.45927
1.0,12,12041.558271
1.0,12,12041.679271
4.0,41,12041.989272
2.0,24,12042.187289
4.0,41,12042.506242
1.0,12,12042.600806
1.0,12,12042.715787
2.0,24,12042.921405
3.0,34,12043.164612
1.0,12,12043.288686
7.0,63,12043.757731
2.0,24,12043.930732
3.0,37,12044.231612
1.0,17,12044.369614
4.0,45,12044.734615
1.0,12,12044.832679
2.0,30,12045.054737
3.0,38,12045.353173
1.0,12,12045.450245
1.0,12,12045.561825
4.0,45,12045.912266
3.0,36,12046.194293
1.0,12,12046.283293
2.0,24,12046.507506
6.0,57,12046.926656
3.0,37,12047.22573
3.0,41,12047.516731
3.0,41,12047.827756
1.0,12,12047.932756
0.0,5,12047.999756
1.0,12,12048.107758
1.0,12,12048.228757
4.0,41,12048.537759
2.0,24,12048.741319
4.0,41,12049.061583
1.0,12,12049.167583
2.0,24,12049.387845
1.0,12,12049.486916
3.0,42,12049.795918
4.0,45,12050.199602
2.0,25,12050.393151
0.0,5,12050.436574
3.0,42,12050.777437
5.0,49,12051.139979
4.0,45,12051.486746
1.0,12,12051.592739
4.0,42,12051.915527
3.0,36,12052.177424
1.0,12,12052.296304
1.0,12,12052.411738
0.0,5,12052.453814
4.0,38,12052.749757
1.0,12,12052.838174
4.0,41,12053.156989
1.0,12,12053.286711
2.0,24,12053.476202
4.0,41,12053.784867
1.0,12,12053.880867
0.0,5,12053.920869
4.0,41,12054.278372
1.0,12,12054.369372
2.0,25,12054.601223
1.0,12,12054.707786
2.0,29,12054.936702
4.0,41,12055.284065
1.0,12,12055.372136
3.0,37,12055.679041
3.0,42,12056.035094
3.0,39,12056.318096
6.0,57,12056.756363
1.0,12,12056.842586
3.0,37,12057.119
4.0,38,12057.39647
2.0,20,12057.554792
6.0,57,12058.014567
1.0,12,12058.12374
2.0,24,12058.301332
0.0,5,12058.351541
1.0,12,12058.456173
1.0,12,12058.579781
1.0,12,12058.669796
4.0,41,12058.976164
5.0,49,12059.366239
1.0,12,12059.46291
5.0,51,12059.884806
1.0,12,12059.982692
2.0,24,12060.19363
3.0,36,12060.455631
0.0,5,12060.504631
4.0,45,12060.872505
2.0,30,12061.120506
1.0,12,12061.218582
1.0,12,12061.314438
2.0,30,12061.539116
4.0,41,12061.826117
1.0,12,12061.935871
5.0,49,12062.294372
1.0,12,12062.392372
1.0,13,12062.493923
4.0,45,12062.852343
1.0,12,12062.950809
2.0,30,12063.174665
3.0,36,12063.474943
0.0,5,12063.541067
1.0,12,12063.641065
1.0,12,12063.739547
4.0,41,12064.037747
1.0,12,12064.142949
1.0,17,12064.269714
4.0,41,12064.625298
1.0,12,12064.716296
1.0,12,12064.811333
3.0,32,12065.046335
2.0,24,12065.216507
4.0,45,12065.607613
4.0,42,12065.944025
1.0,17,12066.099026
1.0,12,12066.208033
5.0,49,12066.622037
6.0,57,12067.067037
1.0,12,12067.160044
3.0,37,12067.490039
1.0,12,12067.57804
2.0,31,12067.794438
7.0,63,12068.281534
1.0,12,12068.390611
2.0,30,12068.631743
0.0,5,12068.670744
1.0,12,12068.764745
4.0,41,12069.096898
1.0,17,12069.225797
2.0,30,12069.463355
1.0,12,12069.549383
2.0,24,12069.733716
1.0,12,12069.840716
4.0,42,12070.149307
2.0,25,12070.358851
4.0,39,12070.671978
1.0,12,12070.776051
4.0,45,12071.156728
4.0,42,12071.457946
1.0,12,12071.550946
2.0,30,12071.787352
2.0,25,12071.999355
6.0,57,12072.434103
1.0,12,12072.531436
2.0,30,12072.788412
2.0,24,12072.996324
1.0,12,12073.102998
1.0,12,12073.202639
4.0,35,12073.458763
1.0,12,12073.562835
1.0,13,12073.688947
4.0,41,12073.997071
4.0,41,12074.31507
1.0,17,12074.451071
1.0,12,12074.559072
2.0,30,12074.795145
2.0,24,12074.988661
1.0,12,12075.084724
4.0,42,12075.388725
1.0,12,12075.484798
2.0,23,12075.649865
1.0,13,12075.777869
6.0,57,12076.214412
1.0,12,12076.31041
1.0,12,12076.430325
4.0,42,12076.740679
3.0,37,12077.013682
7.0,63,12077.541591
1.0,12,12077.644007
2.0,30,12077.867867
4.0,42,12078.166868
4.0,38,12078.487699
4.0,45,12078.855138
4.0,42,12079.189734
1.0,12,12079.301808
4.0,46,12079.627059
3.0,39,12079.925063
4.0,41,12080.26528
5.0,49,12080.645795
1.0,17,12080.808124
2.0,25,12081.026205
4.0,44,12084.810427
7.0,63,12085.384553
2.0,30,12085.592159
1.0,12,12085.694717
0.0,3,12085.722717
0.0,5,12085.76282
3.0,36,12090.025182
1.0,12,12090.135532
4.0,42,12090.414767
1.0,12,12090.549325
4.0,41,12094.928097
1.0,12,12095.046481
6.0,57,12095.457566
2.0,20,12095.59864
0.0,5,12095.639126
1.0,12,12095.749443
7.0,63,12100.511964
4.0,42,12100.846962
2.0,30,12101.074963
2.0,30,12105.507982
2.0,31,12105.753013
6.0,57,12106.308016
0.0,3,12106.341017
1.0,12,12106.465015
4.0,42,12111.150037
2.0,30,12111.40004
2.0,29,12111.623039
2.0,23,12111.793039
1.0,17,12116.258105
0.0,5,12116.302106
1.0,12,12116.393106
0.0,5,12116.451106
1.0,12,12116.550107
4.0,42,12116.872646
0.0,3,12116.900646
2.0,24,12117.074647
1.0,8,12122.192825
2.0,30,12122.453828
1.0,12,12122.627852
0.0,5,12122.668853
1.0,18,12122.830853
6.0,57,12123.295886
1.0,12,12127.954092
2.0,30,12128.190124
4.0,38,12128.497156
1.0,12,12128.585157
6.0,57,12133.507892
1.0,17,12133.629924
1.0,12,12133.756924
1.0,18,12133.886925
1.0,18,12134.056926
2.0,29,12134.295927
2.0,24,12138.354813
3.0,37,12138.647848
0.0,5,12138.716841
0.0,3,12138.743842
3.0,40,12139.032843
1.0,15,12139.151379
1.0,12,12139.27438
4.0,42,12143.977531
2.0,24,12144.179525
8.0,76,12149.246866
2.0,23,12149.428867
3.0,42,12149.786868
1.0,12,12149.884869
3.0,37,12150.187401
4.0,41,12154.277553
1.0,12,12154.360555
1.0,17,12154.49557
5.0,48,12154.890572
1.0,12,12155.002572
4.0,41,12159.562248
0.0,3,12159.59025
1.0,17,12159.74525
1.0,17,12159.87725
1.0,12,12159.99027
3.0,36,12160.261271
2.0,23,12165.354013
2.0,24,12165.491008
1.0,12,12165.654009
3.0,34,12165.948024
3.0,36,12166.250012
1.0,12,12166.337037
2.0,24,12166.514039
4.0,42,12170.71821
3.0,34,12170.968212
1.0,12,12171.082211
6.0,57,12175.675658
1.0,12,12175.757647
3.0,36,12176.055669
2.0,24,12176.23967
1.0,12,12176.35667
1.0,12,12176.473198
0.0,5,12176.517198
4.0,42,12181.32937
2.0,22,12181.508367
4.0,41,12181.852528
1.0,12,12181.939529
1.0,17,12182.074556
0.0,5,12182.117557
5.0,49,12186.601263
4.0,41,12186.95329
1.0,12,12187.03329
4.0,42,12191.581497
1.0,15,12191.690497
1.0,15,12191.811498
1.0,12,12191.934498
3.0,36,12192.293533
4.0,41,12196.801677
0.0,3,12196.828676
4.0,42,12197.140676
7.0,63,12197.684216
1.0,12,12197.770216
2.0,30,12202.308265
2.0,25,12202.508266
2.0,26,12202.778267
2.0,29,12202.989268
1.0,12,12203.1433
2.0,30,12203.360301
4.0,42,12207.839506
4.0,39,12208.139506
6.0,57,12208.617538
0.0,3,12208.647538
0.0,5,12208.689539
4.0,42,12213.236682
1.0,12,12213.327682
5.0,51,12213.778725
1.0,12,12213.876725
0.0,5,12213.918725
3.0,36,12218.625972
1.0,12,12218.767969
1.0,12,12218.886969
0.0,3,12218.91597
0.0,3,12218.961969
2.0,24,12219.184012
3.0,41,12219.492053
1.0,12,12224.05617
1.0,12,12224.155172
4.0,41,12224.465175
0.0,3,12224.494174
2.0,24,12224.685174
1.0,12,12224.804177
0.0,5,12224.848177
4.0,42,12229.280891
0.0,3,12229.327892
0.0,3,12229.356892
5.0,51,12229.807893
4.0,42,12230.152894
0.0,3,12230.189895
2.0,30,12234.859544
1.0,12,12234.97856
6.0,57,12235.427545
0.0,3,12235.453546
3.0,37,12235.703557
1.0,12,12240.081688
4.0,48,12240.43869
6.0,57,12240.900693
0.0,5,12240.944695
1.0,12,12245.704654
2.0,30,12245.936655
0.0,3,12245.986658
0.0,2,12246.429658
1.0,12,12246.505658
4.0,42,12246.766697
1.0,12,12246.862697
3.0,37,12247.098699
4.0,45,12247.432699
1.0,12,12247.513701
4.0,42,12247.814703
3.0,36,12248.112702
1.0,12,12248.24224
1.0,12,12248.372239
6.0,57,12252.77644
0.0,5,12252.82644
2.0,24,12252.990441
1.0,16,12253.107442
1.0,12,12253.214978
1.0,12,12253.325978
6.0,57,12258.256145
2.0,24,12258.416146
1.0,16,12258.573148
6.0,57,12263.422339
1.0,12,12263.519338
0.0,5,12263.570338
2.0,30,12263.78437
2.0,30,12264.034371
4.0,41,12264.368373
1.0,12,12268.875049
4.0,42,12269.235052
1.0,12,12269.317053
4.0,47,12269.665052
0.0,5,12269.771581
1.0,12,12269.881582
4.0,41,12274.607788
5.0,49,12275.00879
4.0,42,12275.31379
2.0,29,12279.804181
1.0,12,12279.885181
4.0,42,12280.209183
2.0,30,12280.477184
5.0,49,12285.112321
3.0,36,12285.402027
4.0,41,12285.709298
1.0,12,12285.805002
4.0,35,12290.10852
1.0,12,12290.198045
5.0,35,12290.638968
2.0,30,12290.931365
4.0,42,12291.303397
0.0,5,12291.343398
1.0,17,12295.571387
6.0,57,12296.009128
1.0,12,12296.103203
3.0,37,12296.471704
0.0,5,12296.525508
5.0,48,12300.635715
4.0,41,12300.963926
1.0,12,12301.075069
3.0,32,12301.334074
2.0,30,12305.714157
2.0,20,12305.896693
4.0,45,12306.282738
1.0,12,12306.389132
3.0,32,12310.129844
2.0,24,12310.293583
2.0,31,12310.527628
7.0,63,12315.219797
1.0,12,12315.311866
3.0,38,12315.615863
1.0,12,12315.742388
0.0,5,12315.781391
1.0,12,12315.883389
1.0,12,12315.965737
5.0,48,12320.159688
2.0,24,12320.342786
1.0,16,12320.464355
1.0,12,12320.606426
7.0,63,12321.076928
0.0,3,12324.971444
3.0,37,12325.322951
4.0,43,12325.648966
0.0,5,12325.722967
1.0,12,12325.816688
6.0,57,12330.417938
1.0,9,12330.634977
1.0,12,12330.732854
3.0,36,12331.058277
2.0,24,12331.253366
2.0,30,12331.540824
3.0,36,12335.535165
0.0,3,12335.563235
8.0,76,12336.160381
4.0,42,12340.432748
1.0,12,12340.517226
2.0,30,12340.76316
2.0,30,12341.031573
5.0,51,12345.180636
1.0,12,12345.299298
4.0,42,12345.624449
0.0,3,12345.663223
1.0,12,12345.758354
0.0,5,12345.819834
1.0,12,12345.913908
1.0,12,12345.999202
0.0,5,12346.061827
4.0,41,12350.182906
1.0,12,12350.300344
4.0,35,12350.562979
1.0,12,12350.656343
4.0,41,12351.012858
1.0,13,12355.09965
2.0,29,12355.345794
1.0,12,12355.474074
5.0,49,12355.849327
1.0,12,12355.934431
3.0,36,12360.131347
6.0,57,12360.597609
1.0,12,12360.685609
1.0,12,12360.843707
5.0,49,12365.087726
1.0,10,12365.179727
4.0,41,12365.510728
1.0,17,12365.661729
1.0,12,12365.750729
1.0,12,12365.873926
1.0,7,12370.209613
4.0,41,12370.575056
0.0,5,12370.616972
1.0,17,12370.74067
3.0,41,12371.073612
1.0,12,12371.158614
6.0,57,12375.707594
4.0,42,12376.076645
1.0,12,12376.161095
2.0,30,12380.261434
2.0,29,12380.472012
7.0,63,12380.97381
1.0,12,12381.080144
3.0,32,12385.719686
2.0,24,12385.909732
2.0,30,12386.132835
7.0,63,12390.616416
3.0,37,12390.91107
0.0,3,12390.93707
1.0,12,12391.02057
3.0,43,12391.346145
1.0,12,12391.477971
4.0,41,12396.097416
1.0,17,12396.221543
2.0,24,12396.431507
0.0,3,12396.459578
5.0,51,12396.893075
1.0,12,12396.991256
4.0,42,12401.400782
1.0,10,12401.473855
1.0,12,12401.577027
5.0,51,12401.96159
1.0,12,12402.10378
1.0,12,12406.203539
0.0,5,12406.25415
3.0,32,12406.521323
1.0,12,12406.64537
4.0,41,12406.957379
0.0,3,12406.986379
3.0,30,12407.361082
1.0,12,12407.473543
1.0,12,12407.654206
4.0,42,12411.876943
1.0,12,12411.978703
4.0,41,12412.377529
1.0,13,12412.481202
6.0,57,12417.295575
1.0,12,12417.389575
4.0,42,12417.759227
0.0,5,12417.800712
1.0,12,12417.896678
1.0,12,12418.034722
1.0,12,12422.177827
4.0,41,12422.475976
2.0,24,12422.643517
1.0,12,12422.74477
1.0,12,12422.90339
1.0,12,12422.999391
1.0,12,12423.090391
4.0,45,12427.571869
2.0,30,12427.79301
1.0,12,12427.912097
0.0,5,12427.952923
1.0,12,12428.035991
4.0,41,12432.129853
5.0,49,12432.470441
4.0,41,12432.845975
0.0,5,12432.885976
1.0,12,12432.980706
3.0,37,12437.530843
1.0,12,12437.613874
7.0,63,12438.130911
3.0,37,12442.697961
2.0,29,12442.933038
1.0,17,12443.048038
1.0,12,12443.138732
7.0,63,12443.596207
0.0,3,12443.623304
1.0,12,12448.324827
4.0,42,12448.665884
1.0,12,12448.781816
1.0,8,12449.109269
1.0,12,12449.217845
1.0,12,12449.365458
5.0,48,12453.673
2.0,24,12453.856638
6.0,57,12454.334882
1.0,12,12454.428185
4.0,42,12459.265988
3.0,42,12459.576818
2.0,24,12459.771818
1.0,12,12459.915651
2.0,24,12464.006207
1.0,12,12464.090648
3.0,41,12464.443578
1.0,12,12464.554019
4.0,41,12464.857465
0.0,3,12464.88647
1.0,12,12464.972549
1.0,12,12468.74439
0.0,3,12468.77239
5.0,51,12469.150689
1.0,12,12469.23947
4.0,42,12469.563364
4.0,42,12474.012605
1.0,15,12474.136487
6.0,57,12474.611328
1.0,12,12474.721228
1.0,12,12474.840368
1.0,12,12479.064052
2.0,25,12479.224052
4.0,41,12479.580544
0.0,3,12479.607395
2.0,29,12479.844803
1.0,12,12479.940778
0.0,5,12479.981522
6.0,57,12484.325891
1.0,12,12484.437231
7.0,61,12489.077154
1.0,15,12489.210781
2.0,30,12489.40876
1.0,12,12489.560177
1.0,12,12489.655177
4.0,40,12489.936415
5.0,49,12490.378497
3.0,36,12490.659423
0.0,5,12490.740946
4.0,41,12495.081031
1.0,17,12495.280196
1.0,12,12495.374684
2.0,24,12495.615386
7.0,63,12499.564065
4.0,42,12499.960595
1.0,12,12500.044595
1.0,12,12500.137596
1.0,12,12500.224596
6.0,57,12504.880332
0.0,3,12504.917332
1.0,12,12505.003406
4.0,41,12505.317596
2.0,30,12505.527079
4.0,41,12509.876002
1.0,12,12509.977828
2.0,24,12510.162446
1.0,12,12510.269274
2.0,30,12510.507252
5.0,47,12514.601128
2.0,24,12514.791436
1.0,17,12514.930817
3.0,42,12515.231621
3.0,33,12519.384837
1.0,12,12519.491037
4.0,42,12519.816187
1.0,12,12519.912188
1.0,12,12519.993188
1.0,13,12520.104858
5.0,47,12524.373934
0.0,3,12524.401935
1.0,12,12524.505344
1.0,17,12524.630781
4.0,42,12524.927316
0.0,5,12525.009388
1.0,12,12525.098463
4.0,41,12529.667359
0.0,5,12529.717196
0.0,3,12529.754265
0.0,5,12529.940299
0.0,3,12529.96745
1.0,12,12530.064735
0.0,5,12530.101208
7.0,63,12530.653806
6.0,54,12534.974077
0.0,5,12535.015077
2.0,31,12535.280507
1.0,12,12535.391579
1.0,12,12535.516908
5.0,51,12540.175072
0.0,3,12540.203072
1.0,12,12540.335707
3.0,33,12540.624484
1.0,12,12540.760381
4.0,42,12541.040385
1.0,12,12541.143763
0.0,5,12541.187763
1.0,13,12545.099277
1.0,12,12545.236728
1.0,12,12545.329759
4.0,42,12545.721703
4.0,41,12546.061948
0.0,3,12546.098739
5.0,51,12550.332305
0.0,5,12550.404212
0.0,5,12550.455874
4.0,41,12550.763496
5.0,54,12554.608174
6.0,57,12555.044039
1.0,12,12555.149305
5.0,48,12559.465938
1.0,12,12559.551501
1.0,17,12559.702386
4.0,41,12560.028681
0.0,3,12560.058681
3.0,34,12560.3075
1.0,12,12560.418572
2.0,30,12565.046022
1.0,12,12565.154093
4.0,42,12565.542357
1.0,12,12565.662122
1.0,16,12565.774139
0.0,5,12565.82742
1.0,12,12565.966009
1.0,12,12570.048238
0.0,3,12570.082697
1.0,17,12570.19977
0.0,5,12570.23577
7.0,63,12570.791481
1.0,12,12570.889265
4.0,42,12571.250726
2.0,25,12575.821056
1.0,12,12575.903228
4.0,41,12576.232756
0.0,3,12576.257756
0.0,5,12576.297878
0.0,5,12576.346693
1.0,10,12576.430178
6.0,57,12580.523657
1.0,12,12580.629749
4.0,38,12580.891039
3.0,34,12581.210192
1.0,13,12581.311915
1.0,12,12585.438022
4.0,42,12585.763848
1.0,12,12585.855834
1.0,12,12585.981656
1.0,13,12586.073876
6.0,57,12590.637661
0.0,3,12590.66566
1.0,12,12590.761075
1.0,12,12590.875075
4.0,42,12591.166982
1.0,12,12591.289429
6.0,53,12595.327233
2.0,24,12595.551889
0.0,5,12595.592963
1.0,12,12595.678552
6.0,57,12596.140312
2.0,30,12600.216225
3.0,33,12600.472795
1.0,12,12600.559902
1.0,12,12600.676414
1.0,12,12600.805696
4.0,42,12601.166942
3.0,40,12605.30622
1.0,12,12605.408307
3.0,38,12605.649938
0.0,4,12606.058957
3.0,42,12610.528978
0.0,3,12610.556051
3.0,38,12610.841055
4.0,41,12611.139585
1.0,12,12611.252212
1.0,12,12611.358005
4.0,42,12615.61082
5.0,48,12616.042153
1.0,13,12616.168456
1.0,12,12616.284046
0.0,5,12616.327502
1.0,12,12616.416571
6.0,57,12620.769123
0.0,5,12620.817731
4.0,41,12621.10073
1.0,17,12621.297537
2.0,29,12625.294318
1.0,12,12625.413144
1.0,12,12625.502492
7.0,63,12626.012758
1.0,12,12626.114826
1.0,12,12626.214827
4.0,42,12630.597874
0.0,5,12630.637244
0.0,5,12630.702242
4.0,41,12631.062486
3.0,31,12631.304066
1.0,12,12631.42715
3.0,32,12635.794291
5.0,51,12636.196739
1.0,12,12636.290851
2.0,24,12636.489925
4.0,38,12640.23811
1.0,13,12640.3319
4.0,41,12640.630161
1.0,12,12640.734857
1.0,12,12640.839125
1.0,12,12640.94342
2.0,24,12645.23432
4.0,41,12645.524098
0.0,3,12645.55217
1.0,12,12645.645908
1.0,17,12645.788985
1.0,12,12645.879201
0.0,6728,12699.500329
0.0,5,12699.602667
0.0,3,12699.635667
1.0,12,12699.763481
4.0,42,12703.626803
1.0,10,12703.713383
4.0,41,12704.071479
0.0,3,12704.100294
1.0,17,12704.251925
2.0,29,12708.629473
2.0,24,12708.816874
4.0,41,12709.167402
0.0,3,12709.196927
1.0,17,12709.37214
1.0,12,12709.485141
1.0,12,12709.601755
4.0,41,12713.553725
1.0,17,12713.730275
0.0,5,12713.771374
1.0,11,12713.878887
0.0,3,12713.905696
7.0,63,12718.900931
0.0,3,12718.937931
0.0,3,12718.967793
0.0,3,12718.997927
4.0,40,12719.265332
4.0,41,12719.597419
2.0,24,12719.78203
1.0,17,12723.884466
0.0,5,12723.92793
2.0,24,12724.076951
9.0,89,12724.785211
0.0,5,12728.914795
1.0,12,12729.049219
3.0,37,12729.335242
0.0,3,12729.369244
1.0,12,12729.494599
1.0,12,12729.586842
5.0,51,12729.987848
0.0,3,12734.100715
4.0,42,12734.418104
6.0,57,12734.881419
1.0,12,12734.98242
0.0,5,12735.044563
4.0,40,12739.084948
1.0,12,12739.166978
4.0,23,12739.687444
0.0,3,12739.714891
1.0,12,12739.81528
5.0,48,12740.19107
1.0,17,12740.319306
4.0,46,12744.540627
0.0,3,12744.567807
0.0,5,12744.617876
0.0,3,12744.647444
2.0,27,12744.87289
5.0,51,12745.24667
1.0,12,12749.36943
4.0,42,12749.697497
1.0,12,12749.814543
2.0,30,12750.024955
6.0,57,12754.958324
1.0,12,12755.048783
5.0,48,12755.419161
1.0,12,12755.495229
1.0,13,12755.609229
4.0,41,12760.178465
1.0,12,12760.278136
4.0,38,12760.590285
1.0,17,12760.702285
0.0,3,12760.727287
1.0,12,12760.823286
7.0,61,12765.068759
1.0,12,12765.152759
1.0,13,12765.249759
2.0,29,12765.523181
7.0,63,12769.783432
0.0,5,12769.82362
2.0,30,12770.115745
2.0,30,12770.295812
1.0,12,12770.402813
4.0,41,12774.94952
2.0,24,12775.127521
1.0,12,12775.256522
2.0,30,12775.46407
3.0,32,12775.709072
4.0,45,12780.065242
0.0,6,12780.342243
1.0,12,12780.427243
1.0,17,12780.531318
1.0,17,12780.72796
4.0,41,12781.066402
0.0,3,12781.094403
1.0,12,12781.201403
2.0,24,12785.32782
1.0,17,12785.480006
7.0,59,12785.939478
0.0,3,12785.972478
1.0,17,12786.124008
0.0,5,12786.191379
1.0,10,12786.268036
5.0,51,12790.520727
1.0,12,12790.603795
2.0,24,12790.7778
1.0,12,12790.870796
3.0,42,12795.276052
1.0,12,12795.405052
7.0,63,12795.960857
2.0,30,12796.243996
4.0,42,12800.444111
0.0,3,12800.478205
7.0,63,12800.943191
1.0,12,12801.060912
4.0,41,12805.029392
2.0,30,12805.243933
1.0,17,12805.388995
1.0,12,12805.511206
1.0,12,12805.645452
4.0,42,12810.056913
4.0,41,12810.36628
0.0,3,12810.394746
0.0,5,12810.458133
1.0,12,12810.59438
5.0,49,12810.977161
0.0,3,12811.005162
4.0,37,12814.832802
4.0,41,12815.199504
1.0,12,12815.308067
1.0,12,12815.422143
1.0,12,12815.508404
1.0,17,12815.671056
0.0,1,12819.513123
1.0,12,12819.599123
1.0,12,12819.673124
0.0,5,12819.728083
3.0,33,12819.920541
7.0,63,12820.319502
3.0,37,12820.600113
1.0,12,12820.694388
1.0,12,12820.793462
4.0,42,12821.094208
6.0,57,12821.547281
1.0,12,12821.640046
2.0,24,12821.801046
1.0,12,12821.884116
1.0,12,12822.006139
5.0,51,12822.42153
0.0,5,12822.45953
1.0,12,12822.554907
2.0,25,12822.768125
1.0,12,12822.86695
1.0,12,12822.964951
7.0,63,12823.43167
1.0,12,12823.553744
3.0,37,12823.843706
3.0,33,12824.081616
4.0,41,12824.400243
1.0,17,12824.532567
1.0,12,12824.617568
2.0,24,12824.815091
3.0,38,12825.094166
7.0,63,12825.576809
1.0,12,12825.664129
3.0,37,12825.977811
1.0,17,12826.117917
0.0,5,12826.157918
8.0,76,12826.728696
0.0,5,12826.779653
3.0,43,12827.084064
2.0,24,12827.287374
2.0,30,12827.520197
1.0,12,12827.633635
1.0,12,12827.729582
7.0,63,12828.218778
4.0,43,12828.551574
3.0,32,12828.774715
7.0,63,12829.274403
2.0,30,12829.49912
0.0,5,12829.549981
1.0,12,12829.648982
1.0,12,12829.743053
4.0,41,12830.043956
0.0,5,12830.086031
1.0,17,12830.242935
2.0,29,12830.477948
1.0,12,12830.562951
7.0,63,12831.052078
1.0,12,12831.151072
5.0,48,12831.500073
4.0,43,12831.842124
1.0,12,12831.928124
6.0,57,12832.370119
1.0,12,12832.466296
5.0,49,12832.832401
3.0,36,12833.138302
1.0,12,12833.254097
1.0,12,12833.368167
1.0,12,12833.456373
6.0,57,12833.864987
2.0,24,12834.048988
1.0,12,12834.134658
5.0,51,12834.540975
1.0,12,12834.65107
0.0,5,12834.69251
5.0,48,12835.041016
3.0,38,12835.35307
6.0,57,12835.816368
1.0,12,12835.90551
2.0,24,12836.089363
4.0,38,12836.367364
3.0,36,12836.654437
5.0,51,12837.043247
1.0,12,12837.150591
4.0,42,12837.49579
1.0,12,12837.581865
1.0,12,12837.679161
1.0,12,12837.818895
1.0,12,12837.915967
5.0,48,12838.314103
4.0,41,12838.646472
2.0,24,12838.852772
6.0,57,12839.282682
1.0,12,12839.369683
3.0,36,12839.647077
2.0,24,12839.842671
1.0,12,12839.966015
4.0,41,12840.274657
1.0,12,12840.380803
4.0,38,12840.721298
1.0,12,12840.809373
1.0,13,12840.903373
4.0,41,12841.244561
1.0,17,12841.393097
1.0,12,12841.478539
5.0,48,12841.859931
1.0,12,12841.949034
6.0,57,12842.385366
1.0,12,12842.471766
4.0,42,12842.832768
1.0,12,12842.939446
2.0,30,12843.159708
6.0,57,12843.600284
1.0,12,12843.695284
4.0,42,12844.031583
0.0,5,12844.071674
0.0,5,12844.111238
1.0,12,12844.234237
7.0,63,12844.692872
2.0,24,12844.914873
3.0,37,12845.17202
1.0,12,12845.266548
5.0,51,12845.658894
3.0,36,12845.94469
1.0,17,12846.063422
1.0,12,12846.160494
1.0,17,12846.308782
6.0,57,12846.762906
1.0,12,12846.889294
4.0,42,12847.216884
1.0,12,12847.324031
1.0,13,12847.426291
1.0,12,12847.537435
1.0,12,12847.634398
4.0,41,12847.944378
3.0,41,12848.271644
2.0,24,12848.43365
2.0,24,12848.618645
4.0,46,12848.948742
4.0,42,12849.303227
3.0,37,12849.569136
4.0,38,12849.844692
4.0,41,12850.169535
1.0,12,12850.273673
4.0,42,12850.602689
4.0,37,12850.867718
1.0,17,12850.984718
7.0,63,12851.486496
0.0,5,12851.52849
1.0,12,12851.64456
3.0,37,12851.902635
1.0,12,12851.986643
0.0,5,12852.049665
2.0,24,12852.244944
4.0,46,12852.59818
3.0,37,12852.867904
5.0,48,12853.217937
4.0,41,12853.573813
1.0,12,12853.661842
2.0,28,12853.853438
2.0,25,12854.073647
2.0,20,12854.22372
0.0,5,12854.292759
1.0,12,12854.390759
1.0,12,12854.488668
6.0,57,12854.933279
4.0,42,12855.274493
7.0,63,12855.766621
1.0,12,12855.853621
3.0,37,12856.141945
1.0,17,12856.281861
2.0,30,12856.513498
4.0,41,12856.859574
1.0,12,12856.974891
3.0,32,12857.19996
4.0,38,12857.480969
1.0,13,12857.58004
7.0,63,12858.104937
1.0,12,12858.193937
1.0,12,12858.279938
3.0,37,12858.554259
1.0,17,12858.692845
6.0,57,12859.154604
0.0,5,12859.196604
3.0,36,12859.493696
1.0,17,12859.614812
2.0,30,12859.840798
6.0,57,12860.303958
1.0,12,12860.402959
0.0,5,12860.445959
0.0,5,12860.497941
2.0,24,12860.660614
1.0,12,12860.760614
3.0,37,12861.025615
1.0,12,12861.120615
0.0,5,12861.169616
1.0,13,12861.279616
4.0,41,12861.628387
1.0,12,12861.716389
5.0,49,12862.068836
1.0,13,12862.186984
1.0,17,12862.31442
0.0,5,12862.376488
6.0,57,12862.826813
0.0,5,12862.867266
1.0,12,12862.955275
1.0,12,12863.053365
2.0,23,12863.262761
1.0,12,12863.351456
3.0,37,12863.61353
1.0,12,12863.700531
1.0,12,12863.797531
6.0,57,12864.25204
1.0,12,12864.338142
0.0,5,12864.379339
3.0,43,12864.731876
2.0,23,12864.9341
1.0,12,12865.047386
4.0,41,12865.351703
1.0,12,12865.446779
2.0,24,12865.631749
4.0,42,12865.941604
1.0,12,12866.066338
2.0,24,12866.244123
2.0,23,12866.404784
1.0,12,12866.510859
1.0,12,12866.633312
0.0,5,12866.696698
5.0,51,12867.090563
3.0,36,12867.346639
1.0,12,12867.443079
4.0,42,12867.765047
0.0,5,12867.837257
1.0,12,12867.935258
1.0,12,12868.025672
4.0,42,12868.352384
1.0,12,12868.441384
5.0,51,12868.857461
0.0,5,12868.8996
1.0,12,12868.996739
4.0,42,12869.316443
3.0,36,12869.583444
8.0,76,12870.158422
1.0,12,12870.275265
5.0,49,12870.655398
3.0,35,12870.916325
1.0,13,12871.017601
7.0,63,12871.530724
1.0,12,12871.622137
1.0,12,12871.719213
4.0,42,12872.190628
