#{"t_start": 1696907060.4400942, "env_id": "ALE/Breakout-v5"}
r,l,t
0.0,5,590.838023
0.0,5,590.897436
2.0,23,591.156906
1.0,17,591.334853
0.0,5,591.395679
0.0,5,591.456753
1.0,17,591.669652
2.0,23,591.911715
0.0,5,591.954716
0.0,5,591.998121
0.0,5,592.058191
1.0,17,592.210512
2.0,23,592.45066
0.0,5,592.50205
0.0,5,592.553881
0.0,5,592.60595
0.0,5,592.65501
0.0,5,592.737952
2.0,23,592.988528
0.0,5,593.061981
0.0,5,593.111464
1.0,17,593.248016
0.0,5,593.313084
0.0,5,593.357085
0.0,5,593.39979
0.0,5,593.459903
0.0,5,593.510492
0.0,5,593.581357
0.0,5,593.632946
0.0,5,593.685947
2.0,23,593.930249
0.0,5,593.993245
0.0,5,594.06774
0.0,5,594.120896
0.0,5,594.173634
0.0,5,594.225707
2.0,23,594.429049
0.0,5,594.48405
0.0,5,594.526353
0.0,5,594.577471
0.0,5,594.628603
2.0,23,594.891119
0.0,5,594.953069
0.0,5,595.038228
0.0,5,595.092228
0.0,5,595.144593
0.0,5,595.193658
2.0,23,595.410112
0.0,5,595.467185
1.0,17,595.62355
1.0,17,595.760486
0.0,5,595.809555
0.0,5,595.889556
2.0,23,596.142406
0.0,5,596.196023
0.0,5,596.26217
0.0,5,596.302171
0.0,5,596.369171
0.0,5,596.411241
0.0,5,596.453853
0.0,5,596.506235
2.0,23,596.721738
0.0,5,596.779055
2.0,23,597.023509
0.0,5,597.098877
1.0,17,597.260203
0.0,5,597.308206
0.0,5,597.37081
0.0,5,597.422668
0.0,5,597.474985
0.0,5,597.532955
0.0,5,597.574397
2.0,23,597.789005
1.0,17,597.927211
1.0,17,598.113284
0.0,5,598.169285
1.0,17,598.359156
0.0,5,598.432485
2.0,23,598.631959
0.0,5,598.683235
0.0,5,598.747304
0.0,5,598.787306
0.0,5,598.842307
2.0,23,599.081492
1.0,17,599.237817
0.0,5,599.317996
0.0,5,599.388997
0.0,5,599.451998
0.0,5,599.503999
0.0,5,599.554
0.0,5,599.605
2.0,23,599.830838
0.0,5,599.901282
2.0,23,600.136508
0.0,5,600.187764
1.0,17,600.343583
0.0,5,600.393361
2.0,23,600.631956
0.0,5,600.683936
1.0,17,600.882462
0.0,5,600.956902
0.0,5,601.016344
0.0,5,601.091104
2.0,23,601.331769
0.0,5,601.383638
0.0,5,601.437014
0.0,5,601.495968
0.0,5,601.56841
0.0,5,601.622547
0.0,5,601.680623
0.0,5,601.754487
0.0,5,601.802488
2.0,23,602.063603
0.0,5,602.112604
0.0,5,602.164605
0.0,5,602.217421
0.0,5,602.257684
0.0,5,602.318458
0.0,5,602.377532
0.0,5,602.429973
0.0,5,602.472982
0.0,5,602.521962
0.0,5,602.593965
2.0,23,602.840551
1.0,17,603.026058
0.0,5,603.069132
0.0,5,603.108297
0.0,5,603.178393
0.0,5,603.230469
2.0,23,603.481712
1.0,17,603.620926
1.0,17,603.788265
2.0,23,604.022872
0.0,5,604.073872
0.0,5,604.127581
1.0,17,604.289086
0.0,5,604.340512
0.0,5,604.404584
0.0,5,604.457746
0.0,5,604.509822
0.0,5,604.573778
0.0,5,604.623972
0.0,5,604.690347
0.0,5,604.734347
0.0,5,604.776097
0.0,5,604.826277
0.0,5,604.88149
0.0,5,604.942497
0.0,5,604.993906
2.0,23,605.181908
1.0,17,605.308933
0.0,5,605.374005
0.0,5,605.447035
0.0,5,605.499496
2.0,23,605.742895
0.0,5,605.805027
0.0,5,605.85503
0.0,5,605.923527
0.0,5,605.992386
2.0,23,606.191304
0.0,5,606.262305
0.0,5,606.311998
0.0,5,606.388999
0.0,5,606.463445
0.0,5,606.51552
0.0,5,606.576389
0.0,5,606.626482
0.0,5,606.689553
0.0,5,606.73291
0.0,5,606.77491
0.0,5,606.825982
2.0,23,607.05402
2.0,23,607.30666
0.0,5,607.359101
0.0,5,607.410101
0.0,5,607.452535
0.0,5,607.492603
0.0,5,607.583755
0.0,5,607.626222
0.0,5,607.668293
0.0,5,607.722294
2.0,23,607.918862
0.0,5,607.997458
0.0,5,608.048262
0.0,5,608.101351
2.0,23,608.310911
0.0,5,608.361393
0.0,5,608.42953
2.0,23,608.671896
1.0,17,608.864233
0.0,5,608.924494
1.0,17,609.076169
0.0,5,609.148924
2.0,23,609.374731
1.0,17,609.537354
0.0,5,609.587495
1.0,17,609.759482
0.0,5,609.814555
0.0,5,609.857021
0.0,5,609.908538
2.0,23,610.152983
0.0,5,610.202196
0.0,5,610.267538
0.0,5,610.309612
0.0,5,610.351949
0.0,5,610.40304
0.0,5,610.452145
0.0,5,610.529144
0.0,5,610.607465
0.0,5,610.668304
0.0,5,610.723351
0.0,5,610.772304
0.0,5,610.845745
0.0,5,610.904841
0.0,5,610.966374
0.0,5,611.029203
2.0,23,611.249562
2.0,23,611.543253
0.0,5,611.595677
0.0,5,611.662318
0.0,5,611.714083
0.0,5,611.76513
0.0,5,611.840129
0.0,5,611.893568
0.0,5,611.937569
2.0,23,612.161473
1.0,17,612.33018
2.0,23,612.552083
1.0,17,612.726329
0.0,5,612.77933
0.0,5,612.84033
0.0,5,612.89148
0.0,5,612.95818
2.0,23,613.190727
0.0,5,613.252267
0.0,5,613.330269
0.0,5,613.381949
0.0,5,613.445385
0.0,5,613.497386
0.0,5,613.548974
0.0,5,613.621545
0.0,5,613.680573
0.0,5,613.75228
2.0,23,614.018718
0.0,5,614.080972
0.0,5,614.134735
0.0,5,614.184571
2.0,23,614.433845
0.0,5,614.485011
0.0,5,614.546085
1.0,17,614.741568
1.0,17,614.879827
0.0,5,614.94481
0.0,5,614.998396
0.0,5,615.06041
2.0,23,615.320396
0.0,5,615.387862
2.0,23,615.628067
0.0,5,615.67972
0.0,5,615.722721
0.0,5,615.764722
0.0,5,615.803724
0.0,5,615.874893
2.0,23,616.126708
0.0,5,616.179796
0.0,5,616.230897
0.0,5,616.300896
0.0,5,616.367881
0.0,5,616.430121
0.0,5,616.492004
0.0,5,616.54464
0.0,5,616.615109
0.0,5,616.684143
0.0,5,616.739031
0.0,5,616.791032
0.0,5,616.843218
2.0,23,617.081514
2.0,23,617.312548
1.0,17,617.468512
0.0,5,617.535604
1.0,17,617.696907
0.0,5,617.754452
2.0,23,618.020585
1.0,17,618.15268
1.0,17,618.299755
0.0,5,618.35691
0.0,5,618.422913
2.0,23,618.624462
0.0,5,618.678492
1.0,17,618.843537
0.0,5,618.896209
0.0,5,618.936211
0.0,5,618.98721
0.0,5,619.04521
0.0,5,619.096223
0.0,5,619.147681
0.0,5,619.197794
0.0,5,619.276231
2.0,23,619.506912
0.0,5,619.568992
1.0,17,619.734349
0.0,5,619.783422
2.0,23,620.017591
0.0,5,620.060353
0.0,5,620.110721
0.0,5,620.161801
0.0,5,620.211801
0.0,5,620.278279
0.0,5,620.320391
0.0,5,620.362392
0.0,5,620.435999
0.0,5,620.485765
0.0,5,620.560769
0.0,5,620.61377
0.0,5,620.665771
0.0,5,620.708083
0.0,5,620.748085
0.0,5,620.804085
2.0,23,621.061383
0.0,5,621.114055
0.0,5,621.173686
0.0,5,621.223687
0.0,5,621.287318
0.0,5,621.340061
0.0,5,621.394355
0.0,5,621.453429
0.0,5,621.503728
0.0,5,621.577804
0.0,5,621.631804
0.0,5,621.682968
0.0,5,621.744969
0.0,5,621.78752
0.0,5,621.845518
2.0,23,622.068034
0.0,5,622.10923
0.0,5,622.159331
1.0,17,622.33141
0.0,5,622.401146
2.0,23,622.605221
0.0,5,622.646221
0.0,5,622.697466
1.0,17,622.834902
0.0,5,622.924398
0.0,5,622.997261
2.0,23,623.19931
0.0,5,623.240385
0.0,5,623.297758
0.0,5,623.391162
0.0,5,623.461393
2.0,23,623.688305
1.0,17,623.873706
0.0,5,623.925862
0.0,5,624.00812
0.0,5,624.059818
0.0,5,624.112061
0.0,5,624.177062
0.0,5,624.237369
0.0,5,624.309054
0.0,5,624.362063
0.0,5,624.406139
0.0,5,624.456187
0.0,5,624.497562
0.0,5,624.571003
2.0,23,624.828581
1.0,17,624.985085
1.0,17,625.23961
2.0,29,625.535687
0.0,5,625.604126
2.0,23,625.917959
1.0,17,626.09309
0.0,5,626.159391
1.0,17,626.359885
0.0,5,626.418886
1.0,16,629.471573
0.0,5,629.537929
0.0,5,629.612371
0.0,5,629.686372
0.0,5,629.765747
2.0,21,630.021722
0.0,3,630.075628
0.0,5,630.153628
0.0,5,630.203702
0.0,5,630.279567
0.0,5,630.332472
0.0,5,630.385468
0.0,5,630.482608
0.0,5,630.55369
0.0,5,630.622689
0.0,5,630.67669
0.0,5,630.72669
2.0,21,631.010694
1.0,17,633.824337
0.0,5,633.888336
0.0,5,633.948265
0.0,5,634.015304
2.0,23,634.283954
0.0,5,634.324955
0.0,5,634.387264
0.0,5,634.439334
0.0,5,634.506098
0.0,5,634.557188
0.0,5,634.61859
2.0,23,634.884857
1.0,17,635.100281
0.0,5,635.194461
1.0,15,637.90076
0.0,5,637.951085
2.0,23,638.205143
0.0,5,638.253293
1.0,17,638.396121
1.0,17,638.609762
0.0,5,638.669855
0.0,5,638.733853
0.0,5,638.791368
0.0,5,638.848879
0.0,5,638.928638
0.0,5,638.990607
2.0,23,641.965082
0.0,5,642.01752
0.0,5,642.08003
0.0,5,642.12438
0.0,5,642.162383
0.0,5,642.229382
0.0,5,642.297967
0.0,5,642.350968
0.0,5,642.403494
0.0,3,642.429495
0.0,5,642.501184
0.0,5,642.564006
0.0,5,642.636006
2.0,21,642.833138
0.0,5,642.918652
0.0,5,642.996371
2.0,21,643.214447
0.0,5,643.299388
0.0,5,643.363614
0.0,5,646.039907
0.0,5,646.109838
0.0,5,646.163247
0.0,5,646.215006
0.0,5,646.267496
0.0,5,646.32873
0.0,5,646.39817
2.0,21,646.601508
1.0,16,646.765257
1.0,17,646.945078
0.0,3,646.986082
0.0,5,647.052518
0.0,5,647.105598
0.0,5,647.149599
0.0,5,647.190599
0.0,5,647.255998
0.0,5,647.332438
2.0,23,650.308286
0.0,5,650.361786
0.0,5,650.413764
0.0,5,650.464609
0.0,5,650.522684
0.0,5,650.573082
0.0,5,650.642154
0.0,5,650.694148
0.0,5,650.755148
1.0,16,650.91589
0.0,5,650.979097
2.0,23,651.257951
0.0,5,651.300025
1.0,16,651.47386
0.0,5,651.563976
0.0,5,654.339715
0.0,5,654.395114
0.0,5,654.4584
0.0,5,654.536791
0.0,5,654.611593
0.0,5,654.664231
2.0,23,654.920212
0.0,5,654.997173
0.0,5,655.071125
0.0,5,655.134476
0.0,5,655.184476
2.0,21,655.399846
0.0,5,655.45299
0.0,5,655.492991
1.0,16,655.679523
2.0,22,655.940651
1.0,17,656.098119
1.0,17,656.231694
2.0,23,656.44648
1.0,17,656.597694
0.0,5,656.648119
0.0,5,656.708742
0.0,5,656.758817
0.0,5,656.831437
2.0,23,657.066681
0.0,5,657.117841
0.0,5,657.186913
0.0,5,657.244362
0.0,5,657.323091
0.0,5,657.404535
2.0,23,657.69342
0.0,5,657.749051
0.0,5,657.799494
0.0,5,657.874857
0.0,5,657.927747
0.0,5,657.995506
2.0,23,658.210181
0.0,5,658.250182
0.0,5,658.307256
0.0,5,658.357177
0.0,5,658.416636
0.0,5,658.484794
0.0,5,658.532259
2.0,23,658.772814
0.0,5,658.815413
0.0,5,658.856843
0.0,5,658.898843
0.0,5,658.937844
0.0,5,658.990286
2.0,23,659.230273
0.0,5,659.272346
1.0,17,659.402619
0.0,5,659.451982
0.0,5,659.52042
0.0,5,659.591456
0.0,5,659.643457
2.0,23,659.872477
0.0,5,659.92848
0.0,5,660.002553
0.0,5,660.046553
2.0,23,660.295156
0.0,5,660.348156
0.0,5,660.397159
0.0,5,660.46972
0.0,5,660.542901
0.0,5,660.600343
2.0,23,660.840954
0.0,5,660.889512
2.0,23,661.116349
0.0,5,661.168459
0.0,5,661.232908
0.0,5,661.283909
0.0,5,661.344975
0.0,5,661.412153
2.0,23,661.664118
1.0,17,661.833977
0.0,5,661.885772
1.0,17,662.043975
0.0,5,662.097974
0.0,5,662.140048
2.0,23,662.351864
0.0,5,662.404306
1.0,17,662.603461
0.0,5,662.68483
0.0,5,662.738697
0.0,5,662.792506
0.0,5,662.84366
2.0,23,663.120562
0.0,5,663.203285
2.0,23,663.453796
0.0,5,663.503796
1.0,17,663.653115
0.0,5,663.718119
2.0,23,664.00675
0.0,5,664.048749
1.0,17,664.21315
0.0,5,664.25715
0.0,5,664.297151
0.0,5,664.355556
0.0,5,664.397557
2.0,23,664.623768
0.0,5,664.676073
0.0,5,664.726339
0.0,5,664.782347
0.0,5,664.824695
0.0,5,664.902697
0.0,5,664.955303
0.0,5,665.005937
0.0,5,665.068005
0.0,5,665.111006
0.0,5,665.164007
2.0,23,665.421753
0.0,5,665.480556
0.0,5,665.560089
2.0,23,665.824445
0.0,5,665.876519
0.0,5,665.928896
1.0,17,666.102999
0.0,5,666.195643
0.0,5,666.256327
0.0,5,666.33508
0.0,5,666.387395
0.0,5,666.437412
0.0,5,666.500483
0.0,5,666.56126
0.0,5,666.627987
2.0,23,666.884957
0.0,5,666.924959
0.0,5,666.981343
0.0,5,667.023188
0.0,5,667.075562
0.0,5,667.136423
0.0,5,667.195008
0.0,5,667.268007
0.0,5,667.321051
0.0,5,667.387371
0.0,5,667.458381
0.0,5,667.507245
0.0,5,667.579318
2.0,23,667.788292
0.0,5,667.863295
0.0,5,667.931263
0.0,5,667.973265
0.0,5,668.040182
0.0,5,668.083182
0.0,5,668.125183
0.0,5,668.181184
0.0,5,668.231256
0.0,5,668.299225
0.0,5,668.362797
0.0,5,668.415452
0.0,5,668.487524
0.0,5,668.545526
0.0,5,668.608965
0.0,5,668.650966
2.0,23,668.878364
0.0,5,668.930364
1.0,17,669.138793
2.0,23,669.344254
0.0,5,669.386255
0.0,5,669.459349
1.0,17,669.59835
1.0,17,669.783298
2.0,23,670.014789
0.0,5,670.055707
1.0,17,670.241874
0.0,5,670.283874
0.0,5,670.322949
0.0,5,670.38695
0.0,5,670.457361
0.0,5,670.51036
0.0,5,670.553429
0.0,5,670.593595
2.0,23,670.819793
0.0,5,670.862716
0.0,5,670.912862
0.0,5,670.981862
0.0,5,671.031863
0.0,5,671.092893
0.0,5,671.145918
2.0,23,671.409397
0.0,5,671.46005
0.0,5,671.507339
2.0,23,671.771186
0.0,5,671.825203
0.0,5,671.87775
1.0,17,672.053352
0.0,5,672.097353
2.0,23,672.331443
0.0,5,672.374444
0.0,5,672.441444
0.0,5,672.494546
0.0,5,672.534549
0.0,5,672.591547
0.0,5,672.633548
0.0,5,672.683965
0.0,5,672.750041
0.0,5,672.809433
0.0,5,672.892441
0.0,5,672.944748
2.0,23,673.178213
0.0,5,673.230264
0.0,5,673.289116
0.0,5,673.357748
0.0,5,673.411147
0.0,5,673.484674
0.0,5,673.553271
2.0,23,673.784667
0.0,5,673.851493
0.0,5,673.913641
2.0,23,674.141203
0.0,5,674.191979
0.0,5,674.247727
0.0,5,674.302547
0.0,5,674.344548
0.0,5,674.410616
2.0,23,674.634577
1.0,17,674.782815
0.0,5,674.843888
0.0,5,674.914888
0.0,5,674.967889
0.0,5,675.02076
2.0,23,675.308151
0.0,5,675.393152
0.0,5,675.444919
0.0,5,675.497356
2.0,23,675.708576
0.0,5,675.766341
0.0,5,675.851714
0.0,5,675.911823
0.0,5,675.979784
0.0,5,676.04295
0.0,5,676.104607
0.0,5,676.192811
0.0,5,676.254258
2.0,23,676.497884
0.0,5,676.548885
0.0,5,676.607679
0.0,5,676.683133
0.0,5,676.746051
0.0,5,676.821425
0.0,5,676.872694
0.0,5,676.915508
0.0,5,677.001581
2.0,23,677.219002
0.0,5,677.28852
1.0,17,677.469989
0.0,5,677.518569
0.0,5,677.58971
0.0,5,677.651429
0.0,5,677.735527
0.0,5,677.796982
0.0,5,677.848558
0.0,5,677.912557
2.0,23,678.13013
0.0,5,678.19973
0.0,5,678.273315
1.0,17,678.43294
2.0,23,678.676192
0.0,5,678.734289
0.0,5,678.776289
1.0,17,678.939579
0.0,5,678.989612
0.0,5,679.067029
0.0,5,679.110147
0.0,5,679.152218
2.0,23,679.410774
0.0,5,679.465777
2.0,23,679.704348
0.0,5,679.770557
0.0,5,679.821557
0.0,5,679.89044
0.0,5,679.938441
2.0,23,680.146195
0.0,5,680.215216
0.0,5,680.266302
0.0,5,680.318308
0.0,5,680.36731
0.0,5,680.434386
0.0,5,680.490384
0.0,5,680.533384
0.0,5,680.575392
0.0,5,680.614385
0.0,5,680.694386
0.0,5,680.768005
0.0,5,680.820074
2.0,23,681.011856
0.0,5,681.050231
0.0,5,681.128947
0.0,5,681.189029
0.0,5,681.241545
0.0,5,681.293545
0.0,5,681.343546
0.0,5,681.422547
0.0,5,681.494608
0.0,5,681.547162
0.0,5,681.599221
0.0,5,681.649224
0.0,5,681.706371
0.0,5,681.758786
0.0,5,681.810009
0.0,5,681.890507
0.0,5,681.953507
0.0,5,682.025831
0.0,5,682.089645
0.0,5,682.151099
0.0,5,682.225554
0.0,5,682.304626
2.0,23,682.564182
1.0,17,682.734292
0.0,5,682.786434
0.0,5,682.858378
1.0,17,683.031962
0.0,5,683.093084
0.0,5,683.145158
0.0,5,683.197159
0.0,5,683.240761
0.0,5,683.280023
0.0,5,683.341208
0.0,5,683.402318
0.0,5,683.479846
0.0,5,683.542765
0.0,5,683.593767
0.0,5,683.645835
0.0,5,683.688292
2.0,23,683.94317
0.0,5,683.995896
0.0,5,684.046044
0.0,5,684.11792
0.0,5,684.171493
0.0,5,684.240305
0.0,5,684.293937
0.0,5,684.343308
0.0,5,684.426454
0.0,5,684.489119
0.0,5,684.55817
0.0,5,684.60217
2.0,23,684.835455
0.0,5,684.900866
0.0,5,684.953568
0.0,5,685.035636
0.0,5,685.094692
2.0,23,685.350735
0.0,5,685.42607
0.0,5,685.479307
0.0,5,685.531418
0.0,5,685.598768
0.0,5,685.649671
0.0,5,685.721584
0.0,5,685.765024
0.0,5,685.807785
0.0,5,685.859212
0.0,5,685.922285
0.0,5,685.983286
0.0,5,686.044158
0.0,5,686.106682
0.0,5,686.161159
0.0,5,686.231568
0.0,5,686.296011
2.0,23,686.533543
0.0,5,686.585566
1.0,17,686.761605
0.0,5,686.811608
2.0,23,687.077164
0.0,5,687.138416
0.0,5,687.205966
0.0,5,687.260046
0.0,5,687.310282
0.0,5,687.379438
0.0,5,687.432438
0.0,5,687.495508
0.0,5,687.553913
0.0,5,687.604356
0.0,5,687.675357
0.0,5,687.726863
0.0,5,687.768797
0.0,5,687.810797
0.0,5,687.849871
0.0,5,687.905872
0.0,5,687.971944
0.0,5,688.029946
0.0,5,688.071946
0.0,5,688.111947
0.0,5,688.176947
0.0,5,688.237021
2.0,23,688.4669
1.0,17,688.598311
0.0,5,688.647717
0.0,5,688.709717
0.0,5,688.760717
0.0,5,688.811199
0.0,5,688.853199
0.0,5,688.8952
0.0,5,688.950201
0.0,5,689.01677
0.0,5,689.059771
2.0,23,689.267294
1.0,17,689.435933
0.0,5,689.503941
0.0,5,689.545943
0.0,5,689.587705
0.0,5,689.652508
0.0,5,689.702184
2.0,24,689.947896
1.0,17,690.098397
1.0,17,690.288893
0.0,5,690.338964
1.0,17,690.500273
0.0,5,690.579344
0.0,5,690.633528
0.0,5,690.676603
0.0,5,690.718604
0.0,5,690.778697
0.0,5,690.851592
0.0,5,690.896592
0.0,5,690.939592
2.0,23,691.125606
0.0,5,691.184608
0.0,5,691.258608
0.0,5,691.30306
0.0,5,691.345314
0.0,5,691.387314
0.0,5,691.42633
2.0,23,691.686038
0.0,5,691.738039
0.0,5,691.789108
0.0,5,691.860879
0.0,5,691.920389
2.0,23,692.128836
1.0,17,692.351866
1.0,17,692.522129
0.0,5,692.573601
0.0,5,692.622669
0.0,5,692.68367
0.0,5,692.74702
0.0,5,692.799182
0.0,5,692.84292
2.0,23,693.060857
0.0,5,693.13199
2.0,23,693.398776
0.0,5,693.451107
0.0,5,693.503689
0.0,5,693.544325
0.0,5,693.598325
0.0,5,693.640404
0.0,5,693.690943
0.0,5,693.752944
0.0,5,693.818095
0.0,5,693.895497
0.0,5,693.97254
0.0,5,694.033909
0.0,5,694.096095
0.0,5,694.147375
2.0,23,694.413193
0.0,5,694.465193
0.0,5,694.51941
1.0,17,694.682632
0.0,5,694.737286
0.0,5,694.823285
2.0,23,695.008361
0.0,5,695.059463
0.0,5,695.112463
0.0,5,695.162443
0.0,5,695.240281
2.0,23,695.466381
0.0,5,695.526437
0.0,5,695.579506
0.0,5,695.62977
0.0,5,695.709887
0.0,5,695.761349
0.0,5,695.805171
0.0,5,695.857242
0.0,5,695.901243
0.0,5,695.958244
0.0,5,696.009104
0.0,5,696.062105
0.0,5,696.113981
0.0,5,696.183514
0.0,5,696.237513
0.0,5,696.279951
2.0,23,696.525652
0.0,5,696.586493
0.0,5,696.645566
0.0,5,696.718966
0.0,5,696.770857
0.0,5,696.822946
0.0,5,696.874021
0.0,5,696.924084
0.0,5,696.983151
0.0,5,697.025462
0.0,5,697.094766
0.0,5,697.145464
0.0,5,697.203757
0.0,5,697.279433
0.0,5,697.34051
2.0,23,697.590816
0.0,5,697.632816
0.0,5,697.671891
0.0,5,697.743032
0.0,5,697.796247
0.0,5,697.85832
0.0,5,697.909824
2.0,23,698.137459
0.0,5,698.216414
0.0,5,698.269544
0.0,5,698.313544
0.0,5,698.356624
0.0,5,698.396307
0.0,5,698.470295
2.0,23,698.696518
1.0,17,698.877048
0.0,5,698.918489
0.0,5,698.966536
0.0,5,699.031338
0.0,5,699.083482
0.0,5,699.157692
0.0,5,699.217227
2.0,23,699.475716
0.0,5,699.544043
0.0,5,699.588685
0.0,5,699.65947
0.0,5,699.71016
0.0,5,699.751599
0.0,5,699.818972
0.0,5,699.884365
0.0,5,699.937686
0.0,5,699.999435
0.0,5,700.03951
0.0,5,700.09799
0.0,5,700.14799
0.0,5,700.200064
0.0,5,700.243356
2.0,23,700.481918
0.0,5,700.552919
0.0,5,700.607497
2.0,23,700.814776
1.0,17,700.97296
1.0,17,701.158441
2.0,23,701.397666
0.0,5,701.450666
0.0,5,701.493666
0.0,5,701.536742
0.0,5,701.584513
0.0,5,701.649956
2.0,23,701.888335
0.0,5,701.938336
0.0,5,701.988336
0.0,5,702.046964
0.0,5,702.120034
2.0,23,702.382636
1.0,17,702.575257
0.0,5,702.626258
0.0,5,702.674651
2.0,23,702.902023
0.0,5,702.973467
0.0,5,703.034816
0.0,5,703.097681
0.0,5,703.158231
0.0,5,703.246496
0.0,5,703.299583
0.0,5,703.352702
2.0,23,703.60959
0.0,5,703.670143
2.0,23,703.916901
0.0,5,703.957755
0.0,5,704.016852
0.0,5,704.076785
0.0,5,704.136807
0.0,5,704.21071
0.0,5,704.283391
0.0,5,704.34408
2.0,23,704.577292
0.0,5,704.626364
2.0,23,704.836986
0.0,5,704.8788
0.0,5,704.928248
0.0,5,704.980848
1.0,17,705.16992
0.0,5,705.246718
0.0,5,705.323498
0.0,5,705.395206
0.0,5,705.44919
0.0,5,705.504992
0.0,5,705.572076
2.0,23,705.807354
0.0,5,705.857356
0.0,5,705.906356
0.0,5,705.945454
0.0,5,705.998452
0.0,5,706.040529
0.0,5,706.115207
0.0,5,706.168249
0.0,5,706.236757
0.0,5,706.309257
0.0,5,706.353322
0.0,5,706.395322
0.0,5,706.445063
2.0,23,706.661845
0.0,5,706.720939
0.0,5,706.784873
2.0,23,706.993786
0.0,5,707.034857
1.0,17,707.184179
0.0,5,707.257253
0.0,5,707.319532
0.0,5,707.379534
0.0,5,707.422122
0.0,5,707.462146
0.0,5,707.528716
0.0,5,707.572427
0.0,5,707.614496
0.0,5,707.657497
0.0,5,707.696497
0.0,5,707.752635
0.0,5,707.816782
2.0,23,708.057159
0.0,5,708.108228
1.0,17,708.255986
0.0,5,708.314092
0.0,5,708.358093
0.0,5,708.399942
0.0,5,708.439939
0.0,5,708.489455
0.0,5,708.546615
2.0,23,708.782423
0.0,5,708.845449
0.0,5,708.888457
1.0,17,709.025553
2.0,23,709.303384
0.0,5,709.358486
0.0,5,709.421556
0.0,5,709.474877
0.0,5,709.524955
0.0,5,709.590955
0.0,5,709.633956
0.0,5,709.677125
0.0,5,709.719125
0.0,5,709.759127
0.0,5,709.827426
0.0,5,709.89098
0.0,5,709.93312
0.0,5,709.974542
0.0,5,710.014624
0.0,5,710.087853
0.0,5,710.139925
0.0,5,710.192549
0.0,5,710.267878
0.0,5,710.347167
0.0,5,710.416114
0.0,5,710.479508
0.0,5,710.524472
0.0,5,710.566546
2.0,23,710.807659
0.0,5,710.882782
0.0,5,710.945932
2.0,23,711.180353
0.0,5,711.240466
0.0,5,711.308182
0.0,5,711.367189
0.0,5,711.410184
0.0,5,711.452184
2.0,23,711.679765
0.0,5,711.720128
0.0,5,711.790412
0.0,5,711.843327
0.0,5,711.905943
0.0,5,711.966019
0.0,5,712.00802
0.0,5,712.07202
0.0,5,712.115021
0.0,5,712.180094
0.0,5,712.222095
2.0,23,712.445479
0.0,5,712.50548
0.0,5,712.558524
0.0,5,712.601599
0.0,5,712.6426
0.0,5,712.68288
0.0,5,712.731878
0.0,5,712.773879
0.0,5,712.82607
0.0,5,712.869506
0.0,5,712.928942
0.0,5,713.002848
0.0,5,713.056695
2.0,23,713.257935
0.0,5,713.299936
0.0,5,713.368824
0.0,5,713.429072
0.0,5,713.473141
0.0,5,713.532333
2.0,23,713.729315
0.0,5,713.788388
0.0,5,713.854944
0.0,5,713.907857
0.0,5,713.977
0.0,5,714.030594
0.0,5,714.070597
0.0,5,714.135596
0.0,5,714.187215
2.0,23,714.419825
0.0,5,714.459038
0.0,5,714.518899
0.0,5,714.580382
0.0,5,714.633382
0.0,5,714.684923
0.0,5,714.750785
0.0,5,714.817478
0.0,5,714.877545
0.0,5,714.929405
0.0,5,714.981915
0.0,5,715.034922
0.0,5,715.084037
2.0,23,715.324978
0.0,5,715.377051
0.0,5,715.428997
0.0,5,715.480998
0.0,5,715.552512
2.0,23,715.768629
0.0,5,715.821705
0.0,5,715.873448
1.0,17,716.061999
0.0,5,716.128069
0.0,5,716.201663
2.0,23,716.403242
0.0,5,716.445487
0.0,5,716.518554
0.0,5,716.587647
0.0,5,716.655646
0.0,5,716.698646
0.0,5,716.741133
2.0,23,716.959659
0.0,5,717.000663
0.0,5,717.059661
0.0,5,717.133981
0.0,5,717.194876
0.0,5,717.256878
2.0,23,717.524867
0.0,5,717.602165
0.0,5,717.655238
0.0,5,717.707888
0.0,5,717.790317
0.0,5,717.842293
0.0,5,717.91183
0.0,5,717.95483
0.0,5,717.996906
0.0,5,718.048007
0.0,5,718.105952
0.0,5,718.181338
0.0,5,718.246339
0.0,5,718.300534
0.0,5,718.354452
0.0,5,718.419461
0.0,5,718.491162
0.0,5,718.552647
0.0,5,718.605285
0.0,5,718.658359
0.0,5,718.716756
0.0,5,718.793902
2.0,23,719.063327
0.0,5,719.114231
0.0,5,719.156231
1.0,17,719.333632
0.0,5,719.410981
0.0,5,719.48501
0.0,5,719.546852
2.0,23,719.791686
0.0,5,719.839759
0.0,5,719.926687
0.0,5,720.006689
0.0,5,720.057689
0.0,5,720.11069
0.0,5,720.16069
0.0,5,720.216691
0.0,5,720.266692
0.0,5,720.317101
0.0,5,720.369175
0.0,5,720.447316
0.0,5,720.524317
2.0,23,720.813579
0.0,5,720.872997
0.0,5,720.924772
0.0,5,720.974773
2.0,23,721.213865
0.0,5,721.285865
0.0,5,721.335901
0.0,5,721.389338
0.0,5,721.438796
2.0,23,721.706339
0.0,5,721.748368
0.0,5,721.790369
1.0,17,721.961587
0.0,5,722.022687
0.0,5,722.095686
0.0,5,722.157103
0.0,5,722.208674
0.0,5,722.260253
0.0,5,722.318325
0.0,5,722.391618
0.0,5,722.452945
0.0,5,722.535347
